filename,label,tumorBorder
354.jpg,1,"[338.04408194661266, 207.47386371518783, 324.76575466884066, 204.15428189574482, 312.0406910276425, 205.8140728054663, 301.52868193273963, 213.00650008092617, 293.78299102070594, 225.73156372212435, 292.12320011098444, 234.5837819073057, 289.9101455646891, 239.00989099989636, 297.102572840149, 252.84148191424222, 303.1884728424611, 258.9273819165544, 315.36027284708547, 266.6730728285881, 324.2124910322668, 269.9926546480311, 334.7245001271697, 272.75897283090023, 350.21588195123707, 272.2057091943264, 358.51483649984453, 263.35349100914505, 360.174627409566, 251.73495464109456, 364.0474728655829, 242.32947281933937, 367.9203183215997, 232.37072736101035, 368.47358195817355, 223.51850917582902, 364.60073650215674, 217.43260917351682, 356.85504559012304, 213.5597637175, 344.6832455854987, 209.68691826148316]"
355.jpg,1,"[340.2723072413047, 206.8217617451055, 327.5120957197558, 203.6317088647183, 317.9419370785941, 206.29008626504097, 314.7518841982068, 210.54349010555728, 301.9916726766579, 214.26521846600906, 292.4215140354962, 222.24035066697712, 289.7631366351735, 230.2154828679452, 289.231461155109, 238.72229054897784, 293.4848649956253, 250.9508265904622, 292.4215140354962, 257.8626078313012, 292.9531895155608, 264.2427135920757, 294.01654047568985, 274.87622319336646, 296.67491787601256, 278.59795155381823, 309.43512939756147, 279.6613025139473, 317.41026159852953, 279.6613025139473, 329.10712215994937, 280.1929779940118, 336.0189034007884, 282.8513553943345, 343.9940356017565, 287.10475923485086, 349.8424658824664, 287.10475923485086, 356.2225716432409, 281.25632895414094, 364.19770384420895, 269.02779291265654, 371.6411605651125, 253.07752851072038, 374.29953796543515, 239.7856415091069, 366.85608124453165, 228.08878094768707, 356.2225716432409, 220.64532422678352, 347.71576396220826, 213.20186750588, 341.86733368149834, 207.8851127052346]"
356.jpg,1,"[345.65934349396076, 220.45603015452895, 337.31245593799866, 214.07311614114616, 326.01960806816754, 217.01907645501512, 325.0376212968779, 218.49205661194964, 314.7267601983364, 218.98304999759446, 310.30781972753294, 215.54609629808064, 306.8708660280191, 215.54609629808064, 300.48795201463633, 217.51006984065998, 295.57801815818806, 221.92901031146346, 292.14106445867424, 228.31192432484625, 290.6680843017397, 235.18583172387386, 294.10503800125355, 246.47867959370498, 297.54199170076737, 257.2805340778913, 298.03298508641217, 267.5913951764327, 303.43391232850536, 272.9923224185258, 310.30781972753294, 277.4112628893293, 315.2177535839813, 280.8482165888431, 326.51060145381234, 283.3031835170673, 335.83947578106415, 282.8121901314224, 343.2043765657366, 284.28517028835694, 354.00623104992286, 280.8482165888431, 361.86212522024016, 276.42927611803964, 367.2630524623333, 267.5913951764327, 367.2630524623333, 257.7715274635361, 370.2090127762023, 250.89762006450846, 375.1189466326506, 245.49669282241533, 375.1189466326506, 236.65881188080837, 369.22702600491266, 233.22185818129455, 364.3170921484643, 233.22185818129455, 355.47921120685737, 232.73086479564972, 349.0962971934746, 227.82093093920142, 346.1503368796056, 224.3839772396876]"
357.jpg,1,"[257.6499944472872, 114.72716733879206, 251.33027760235376, 111.32424288382788, 242.5799004324459, 110.35197875383811, 236.26018358751244, 109.86584668884323, 220.70395750767622, 110.35197875383811, 213.41197653275302, 115.21329940378693, 210.49518414278373, 121.5330162487204, 210.00905207778885, 129.3111292886385, 215.35650479273255, 133.68631787359243, 219.73169337768647, 136.11697819856684, 223.13461783265063, 141.46443091351054, 227.50980641760458, 146.81188362845424, 232.85725913254828, 153.61773253838257, 239.6631080424766, 154.10386460337745, 246.46895695240497, 154.58999666837235, 252.30254173234354, 149.24254395342865, 259.1083906422719, 140.97829884851566, 261.0529189022514, 133.20018580859755, 261.0529189022514, 122.50528037871015, 259.1083906422719, 117.64395972876135]"
358.jpg,1,"[218.98712842262188, 106.86150737930828, 209.51172382741228, 112.65203240971415, 204.7740215298075, 120.02179153932161, 204.24761016340696, 127.39155066892909, 207.40607836181016, 135.2877211649371, 210.03813519381282, 140.55183482894242, 220.03995115542295, 145.28953712654723, 225.83047618582881, 147.9215939585499, 226.8832989186299, 154.76494172175683, 233.2002353154363, 157.92340992016003, 242.14922854424537, 158.97623265296107, 253.7302786050571, 158.97623265296107, 258.4679809026619, 158.97623265296107, 264.7849172994683, 158.97623265296107, 268.46979686427204, 156.3441758209584, 271.1018536962747, 148.44800532495043, 270.5754423298742, 136.86695526413868, 271.1018536962747, 128.97078476813067, 265.8377400322694, 121.60102563852321, 265.8377400322694, 112.65203240971415, 259.520803635463, 104.75586191370614, 253.20386723865656, 103.70303918090508, 241.0964058114443, 102.65021644810402, 231.09458984983416, 103.17662781450454, 229.51535575063255, 103.17662781450454]"
359.jpg,1,"[239.56315463647013, 94.60808185412563, 227.94461826841962, 97.3744000369948, 217.98587281009063, 103.46030003930697, 206.3673364420401, 107.88640913189764, 193.08900916426808, 114.52557277078365, 190.87595461797275, 121.71800004624349, 199.17490916658025, 124.48431822911266, 200.2814364397279, 131.12348186799866, 198.62164553000642, 137.76264550688467, 201.3879637128756, 146.0616000554922, 208.0271273517616, 149.38118187493518, 213.55976371749995, 152.7007636943782, 222.41198190268128, 152.7007636943782, 225.7315637221243, 151.59423642123053, 231.26420008786263, 153.25402733095203, 235.13704554387948, 156.0203455138212, 239.56315463647013, 157.12687278696887, 247.30884554850383, 162.10624551613338, 257.8208546434067, 160.99971824298572, 267.22633646516186, 156.0203455138212, 273.312236467474, 147.7213909652137, 272.20570919432635, 131.6767455045725, 268.3328637383095, 117.29189095365282, 269.992654648031, 111.75925458791448, 273.86550010404784, 103.46030003930697, 271.6524455577525, 97.92766367356863, 262.80022737257116, 96.82113640042095, 255.60780009711132, 96.82113640042095, 247.86210918507766, 96.26787276384712]"
360.jpg,1,"[243.85380536673588, 92.57973255858707, 230.54168695961877, 94.39502143228485, 221.46524259112985, 100.4459843446108, 208.75822047524534, 102.86636950954119, 194.23590948566306, 110.73262129556493, 188.1849465733371, 116.17848791665828, 188.1849465733371, 124.64983599391462, 193.0257169031979, 129.49060632377538, 197.86648723305865, 133.72628036240354, 200.28687239798901, 142.80272473089246, 203.91745014538458, 147.64349506075322, 211.17860564017573, 149.45878393445102, 219.64995371743206, 150.06388022568362, 227.5162055034558, 154.90465055554438, 234.17226470701436, 159.14032459417254, 242.6436127842707, 162.16580605033553, 251.7200571527596, 160.95561346787034, 261.40159781248116, 157.32503572047474, 268.6627533072723, 149.45878393445102, 271.0831384722027, 138.5670506922643, 271.0831384722027, 121.62435453775164, 273.503523637133, 111.33771758679752, 276.529005093296, 99.84088805337821, 274.7137162195982, 95.60521401475005, 265.0321755598767, 93.78992514105227, 252.3251534439922, 93.18482884981967]"
361.jpg,1,"[227.44120313223755, 96.90477326436186, 216.61066964975004, 101.46499788856713, 204.07005193318557, 103.1750821226441, 193.23951845069806, 109.44539098092633, 188.6792938264928, 114.57564368315725, 188.6792938264928, 123.69609293156779, 194.94960268477504, 127.11626139972174, 201.21991154305726, 131.10645794590133, 204.07005193318557, 135.09665449208094, 206.92019232331384, 140.79693527233752, 209.77033271344214, 145.35715989654278, 214.3305573376474, 147.06724413061977, 218.89078196185267, 149.3473564427224, 223.45100658605793, 151.62746875482503, 228.0112312102632, 151.62746875482503, 232.57145583446845, 151.62746875482503, 240.55184892682766, 151.05744067679936, 243.9720173949816, 148.20730028667109, 247.96221394116122, 147.6372722086454, 250.81235433128953, 147.6372722086454, 254.23252279944347, 148.77732836469673, 257.6526912675974, 149.3473564427224, 261.07285973575136, 148.20730028667109, 263.352972047854, 145.35715989654278, 266.7731405160079, 143.64707566246582, 270.76333706218753, 139.6568791162862, 272.4734212962645, 131.10645794590133, 273.04344937429016, 127.6862894777474, 272.4734212962645, 120.84595254143949, 271.9033932182389, 117.42578407328554, 270.76333706218753, 112.86555944908028, 270.76333706218753, 108.30533482487502, 269.62328090613624, 99.1848855764645, 267.3431685940336, 94.05463287423356, 259.9328035797, 92.34454864015659, 253.09246664339216, 92.34454864015659, 242.8319612389303, 92.34454864015659, 239.41179277077634, 92.91457671818225, 232.57145583446845, 95.76471710831055]"
362.jpg,1,"[189.86467182757391, 112.52671996298169, 188.70460254960503, 121.42058442740979, 190.6380513462198, 131.47451816980677, 191.41143086486574, 141.1417621528808, 195.27832845809536, 147.71548806137113, 199.14522605132495, 150.0356266173089, 203.01212364455458, 150.42231637663187, 210.35922907169083, 150.42231637663187, 213.8394369055975, 149.26224709866298, 220.02647305476486, 149.26224709866298, 225.05343992596337, 149.26224709866298, 232.7872351124226, 150.80900613595483, 236.6541327056522, 150.80900613595483, 242.06778933617366, 150.80900613595483, 245.5479971700803, 150.42231637663187, 250.18827428195584, 143.46190070881858, 251.34834355992473, 140.36838263423488, 253.66848211586247, 139.208313356266, 256.37531043112324, 137.66155431897414, 259.85551826502984, 133.02127720709862, 261.4022773023217, 125.67417177996236, 260.62889778367577, 119.10044587147202, 257.92206946841503, 113.3000994816276, 256.76200019044614, 109.43320188839799, 254.4418616345084, 104.40623501719949, 249.80158452263288, 101.31271694261581, 244.3879278921114, 100.53933742396988, 239.7476507802359, 100.53933742396988, 233.56061463106852, 100.92602718329285, 225.82681944460927, 101.31271694261581, 218.47971401747301, 101.31271694261581, 210.35922907169083, 104.40623501719949, 205.33226220049235, 105.95299405449134, 194.8916386987724, 108.65982236975206, 191.7981206241887, 109.43320188839799]"
363.jpg,1,"[194.1378860053156, 101.81453577167662, 190.25512828520928, 104.83445844287043, 188.52945818738425, 110.87430378525802, 187.66662313847175, 116.91414912764562, 187.66662313847175, 122.52257694557696, 185.50953551619045, 124.67966456785824, 184.64670046727795, 127.26816971459579, 185.94095304064672, 132.44518000807085, 189.82371076075302, 138.48502535045847, 196.72639115205314, 147.54479336403986, 202.76623649444073, 152.72180365751493, 211.82600450802212, 156.60456137762125, 218.29726737486598, 157.03597890207752, 228.2198704373599, 156.60456137762125, 237.2796384509413, 154.87889127979622, 242.02523121996012, 151.85896860860242, 246.77082398897895, 147.1133758395836, 251.0849992335415, 144.52487069284606, 252.81066933136654, 138.0536078260022, 257.1248445759291, 132.44518000807085, 257.98767962484163, 127.69958723905204, 257.98767962484163, 122.95399447003321, 257.1248445759291, 115.18847902982058, 255.39917447810407, 109.14863368743299, 255.39917447810407, 102.67737082058913, 253.24208685582278, 97.0689430026578, 251.51641675799777, 94.04902033146399, 249.79074666017274, 93.18618528255149, 244.61373636669765, 91.46051518472646, 241.1623961710476, 91.46051518472646, 233.82829825529123, 90.59768013581395, 222.18002509497228, 90.59768013581395, 210.96316945910962, 93.18618528255149, 201.47198392107197, 96.20610795374529, 196.29497362759687, 97.9317780515703]"
364.jpg,1,"[190.9342905266801, 99.52503286961178, 188.7985602075897, 109.34939233742753, 188.37141414377163, 115.75658329469867, 188.37141414377163, 125.58094276251443, 189.65285233522587, 133.2695719112398, 193.07002084577047, 138.8224707408748, 195.20575116486086, 142.2396392514194, 197.7686275477693, 147.7925380810544, 203.3215263774043, 152.91829084687132, 208.02013307940314, 155.0540211659617, 214.4273240366743, 156.3354593574159, 225.53312169594426, 152.49114478305322, 233.64889690848773, 153.3454369106894, 243.90040244012155, 147.3653920172363, 247.74471701448425, 144.80251563432785, 255.00620009939152, 144.37536957050978, 257.9962225461181, 144.37536957050978, 260.9862449928446, 136.6867404217844, 262.6948292481169, 120.02804393287943, 259.70480680139036, 103.36934744397446, 258.8505146737542, 93.11784191234062, 252.87046978030116, 83.72062850834295, 249.45330126975654, 80.73060606161641, 239.62894180194078, 80.73060606161641, 232.79460478085156, 81.1577521254345, 222.9702453130358, 82.01204425307064, 215.28161616431044, 82.43919031688873, 208.4472791432212, 84.14777457216103, 201.1857960583139, 87.99208914652371, 194.77860510104279, 91.8364037208864, 191.78858265431626, 94.39928010379485]"
365.jpg,1,"[190.2416801381371, 98.676759323987, 187.57474069694825, 106.67757764755352, 188.01923060381307, 113.3449262505256, 190.2416801381371, 120.0122748534977, 192.01963976559634, 127.56860327019942, 196.02004892737958, 137.34738122122516, 198.2424984617036, 141.3477903830084, 200.90943790289245, 142.236770196738, 206.24331678527014, 143.57023991733243, 216.46658464316067, 142.68126010360282, 224.0229130598624, 140.01432066241398, 229.80128184910487, 139.5698307555492, 234.69067082461774, 136.90289131436035, 240.46903961386022, 133.7914619663067, 244.91393868250827, 132.90248215257708, 248.0253680305619, 130.23554271138826, 252.47026709921, 127.56860327019942, 258.24863588845244, 128.0130931770642, 261.8045551433709, 125.79064364274019, 260.9155753296413, 117.34533541230887, 260.4710854227765, 108.90002718187755, 258.69312579531726, 98.676759323987, 258.69312579531726, 92.0094107210149, 256.47067626099323, 83.5641024905836, 255.13720654039884, 78.2302236082059, 252.47026709921, 72.00736491209862, 244.46944877564346, 70.2294052846394, 237.35761026580656, 69.7849153777746, 232.0237313834289, 69.7849153777746, 220.02250389807912, 72.45185481896343, 211.5771956676478, 77.3412437944763, 209.7992360401886, 80.45267314252995, 208.46576631959417, 84.0085923974484, 207.57678650586453, 85.78655202490762, 204.90984706467572, 87.56451165236685, 199.57596818229803, 88.45349146609645, 196.02004892737958, 91.1204309072853, 192.46412967246113, 95.12084006906855]"
366.jpg,1,"[226.8527805775563, 119.04661683461852, 218.16697591580302, 118.02475746264754, 212.54674936996267, 123.6449840084879, 208.97024156806427, 129.77614024031374, 207.9483821960933, 135.9072964721396, 203.3500150222239, 139.483804274038, 201.30629627828196, 146.63681987783482, 199.77350722032548, 151.7461167376897, 200.284436906311, 158.38820265550103, 202.8390853362384, 162.9865698293704, 205.39373376616584, 166.05214794528334, 207.4374525101078, 169.62865574718174, 211.5248899979917, 172.69423386309467, 215.1013977998901, 173.71609323506564, 221.74348371770142, 172.69423386309467, 227.87463994952728, 168.60679637521076, 230.4292883794547, 162.47564014338494, 231.96207743741118, 158.38820265550103, 237.58230398325153, 151.7461167376897, 242.69160084310641, 139.9947339600235, 241.66974147113544, 130.7979996122847, 237.07137429726606, 122.11219495053143, 234.00579618135313, 121.60126526454594]"
367.jpg,1,"[220.46733464101553, 115.18506136090882, 211.0857459328872, 121.96065320566817, 205.87375220614925, 126.65144755973232, 200.66175847941128, 135.51183689518683, 198.5769609887161, 143.32982748529378, 198.0557616160423, 148.54182121203172, 197.53456224336853, 154.79621368411728, 200.66175847941128, 162.09300490155042, 203.26775534278028, 165.741400510267, 211.606945305561, 169.38979611898355, 216.81893903229894, 170.43219486433114, 224.11573024973208, 172.51699235502633, 233.49731895786041, 173.0381917277001, 241.83650892064114, 165.2202011375932, 242.35770829331494, 156.35981180213867, 244.4425057840101, 142.80862811261997, 244.4425057840101, 132.90584003181786, 240.27291080261975, 122.48185257834196, 234.539717703208, 117.269858851604, 228.80652460379625, 115.18506136090882]"
368.jpg,1,"[219.54800368089258, 123.93838917469742, 207.9129712277577, 125.45600210336718, 200.83077756063216, 131.020582841823, 196.27793877462287, 137.09103455650205, 194.7603258459531, 146.19671212852063, 192.73684194106008, 156.31413165298574, 196.27793877462287, 170.98438996346013, 201.84251951307866, 177.56071265436242, 211.95993903754376, 180.59593851170195, 221.5714875857856, 179.58419655925545, 228.65368125291116, 176.54897070191592, 236.74761687248323, 170.47851898723687, 242.8180685871623, 163.3963253201113, 243.82981053960881, 154.2906477480927, 244.8415524920553, 144.67909919985087, 241.8063266347158, 133.54993772293926, 240.28871370604602, 127.47948600826021, 235.73587492003674, 123.93838917469742, 228.65368125291116, 122.42077624602766, 224.10084246690187, 122.42077624602766]"
369.jpg,1,"[222.17783545646657, 131.94642881190157, 215.82989730056752, 132.85327711988717, 206.30799006671896, 135.57382204384388, 200.4134760648127, 138.74779112179343, 196.3326586788776, 145.54915343168526, 195.42581037089204, 155.5244848195266, 195.87923452488482, 167.7669369773319, 197.23950698686318, 175.9285717492021, 202.68059683477665, 180.91623744312278, 210.38880745265405, 183.18335821308673, 216.73674560855312, 183.18335821308673, 223.08468376445217, 179.55596498114443, 229.4326219203512, 174.11487513323095, 233.5134393062863, 166.86008866934634, 234.42028761427187, 157.79160558949056, 234.87371176826466, 153.71078820355544, 234.87371176826466, 146.45600173967082, 236.23398423024304, 140.10806358377178, 236.23398423024304, 133.76012542787274, 234.87371176826466, 131.039580503916, 229.4326219203512, 130.58615634992321, 224.44495622643052, 130.58615634992321]"
370.jpg,1,"[280.72465347407643, 103.67671861258503, 274.8762231933665, 102.08169217239143, 266.9010909923984, 101.01834121226234, 259.9893097515594, 100.4866657321978, 255.7359059110431, 104.20839409264957, 253.60920399078495, 110.0568243733595, 253.60920399078495, 117.50028109426304, 253.60920399078495, 123.8803868550375, 256.7992568711722, 128.66546617561835, 261.0526607116885, 131.8555190560056, 265.8377400322693, 134.51389645632827, 271.15449483291474, 135.57724741645737, 277.00292511362466, 135.57724741645737, 282.31967991427, 133.98222097626373, 287.10475923485086, 131.8555190560056, 291.8898385554317, 124.94373781516659, 294.5482159557544, 121.75368493477936, 295.6115669158835, 116.43693013413396, 295.6115669158835, 111.12017533348858, 295.6115669158835, 107.93012245310135, 292.4215140354963, 106.33509601290773]"
371.jpg,1,"[262.25002471968224, 95.36364535261174, 252.3647687989847, 95.36364535261174, 249.45734058701484, 100.01553049176353, 248.2943693022269, 104.08592998852134, 251.20179751419676, 110.48227205485506, 251.78328315659073, 113.38970026682493, 252.94625444137867, 125.0194131147044, 255.27219701095459, 131.41575518103812, 259.3425965077124, 136.06764032018992, 265.73893857404613, 141.30101110173567, 272.7167662827738, 141.30101110173567, 277.36865142192556, 141.30101110173567, 281.4390509186834, 140.13803981694772, 288.4168786274111, 133.16021210822004, 290.161335554593, 129.6712982538562, 293.0687637665629, 125.60089875709838, 296.5576776209267, 114.55267155161287, 296.5576776209267, 104.66741563091531, 294.8132206937448, 98.85255920697558, 284.9279647730473, 97.10810227979366, 280.27607963389545, 97.10810227979366, 273.87973756756173, 95.36364535261174, 270.9723093555919, 95.36364535261174, 268.64636678601596, 95.36364535261174]"
372.jpg,1,"[326.0196080681674, 219.96503676888403, 337.3124559379985, 225.856957396622, 343.6953699513813, 228.31192432484613, 351.5512641216986, 228.31192432484613, 359.4071582920159, 225.856957396622, 365.79007230539867, 220.9470235401737, 369.7180193905573, 211.6181492129219, 372.6639797044263, 202.78026827131495, 369.2270260049125, 188.54146008761487, 363.82609876281936, 173.32066513262512, 352.04225750734344, 158.09987017763538, 342.7133831800916, 149.26198923602846, 333.87550223848467, 142.87907522264564, 320.12768744042944, 136.00516782361802, 308.3438461849535, 129.62225381023524, 301.4699387859259, 127.16728688201108, 297.54199170076726, 127.65828026765591, 294.10503800125343, 131.58622735281455, 293.1230512299638, 136.98715459490768, 294.10503800125343, 142.87907522264564, 295.0870247725431, 148.28000246473877, 295.0870247725431, 155.64490324941124, 297.0509983151224, 165.46477096230785, 299.99695862899137, 175.28463867520446, 301.96093217157073, 184.12251961681142, 305.88887925672935, 195.4153674866425, 310.79881311317763, 203.27126165695978, 314.7267601983363, 211.12715582727708, 316.6907337409156, 213.58212275550122]"
373.jpg,1,"[297.27961720385247, 114.55323595261233, 288.8976731097589, 114.55323595261233, 284.4273029262423, 120.14119868200805, 284.9860991991819, 129.0819390490412, 282.7509141074236, 139.14027196195352, 281.63332156154445, 146.40462351016797, 277.7217476509675, 156.46295642308027, 277.1629513780279, 166.52128933599255, 277.1629513780279, 176.57962224890485, 278.28054392390703, 182.72638125124016, 282.7509141074236, 188.87314025357546, 289.45646938269846, 190.54952907239417, 296.16202465797335, 195.01989925591076, 301.1911911144295, 203.40184335000433, 305.6615612979461, 209.54860235233963, 311.80832030028137, 212.90137998997707, 319.0726718484958, 220.1657315381915, 326.8958196696498, 225.19489799464765, 338.63054140138087, 234.1356383616808, 349.24767058723273, 235.25323090755995, 355.95322586250757, 236.3708234534391, 363.7763736836616, 236.3708234534391, 369.36433641305734, 230.7828607240434, 372.71711405069476, 220.1657315381915, 373.8347065965739, 217.37175017349364, 378.3050767800905, 213.46017626291663, 381.6578544177279, 211.22499117115834, 385.5694283283049, 211.22499117115834, 387.8046134200632, 202.84304707706477, 386.68702087418404, 192.2259178912129, 384.4518357824258, 183.28517752417974, 381.6578544177279, 176.0208259759653, 377.18748423421135, 169.87406697363, 372.1583177777552, 162.60971542541554, 365.4527625024803, 155.90416015014068, 354.83563331662845, 150.87499369368453, 345.89489294959526, 144.16943841840967, 337.5129488555017, 137.4638831431348, 330.24859730728724, 131.87592041373907, 321.3078569402541, 125.72916141140378, 320.74906066731455, 120.14119868200805, 314.6023016649792, 115.67082849849147, 302.3087836603086, 113.43564340673319]"
374.jpg,1,"[293.21113108509735, 108.44074147850996, 286.3677833218904, 112.1256210433137, 283.2093151234872, 118.96896880652065, 280.57725829148455, 124.23308247052599, 276.8923787266808, 132.12925296653398, 273.7339105282776, 141.6046575617436, 271.10185369627493, 150.55365079055267, 270.04903096347385, 161.60828948496388, 268.9962082306728, 173.71575091217616, 273.2074991618771, 184.24397824018683, 280.050846925084, 191.08732600339377, 287.42060605469146, 194.24579420179697, 296.8960106499011, 198.98349649940178, 302.1601243139064, 202.14196469780498, 309.5298834435139, 208.4589010946114, 315.32040847391977, 213.72301475861673, 324.2694017027288, 221.0927738882242, 335.32404039714004, 228.46253301783167, 340.06174269474485, 230.56817848343383, 349.0107359235539, 230.0417671170333, 359.01255188516404, 228.46253301783167, 369.54077921317474, 225.830476185829, 377.9633610755833, 223.19841935382635, 383.2274747395886, 217.934305689821, 390.0708225027956, 208.98531246101194, 390.5972338691961, 194.24579420179697, 388.49158840359394, 179.50627594258202, 382.17465200678754, 169.5044599809719, 375.33130424358063, 158.97623265296122, 369.54077921317474, 148.97441669135108, 363.22384281636835, 145.28953712654734, 353.2220268547582, 140.55183482894253, 342.6937995267475, 132.65566433293452, 339.53533132834434, 128.44437340173025, 331.1127494659358, 120.54820290572225, 322.69016760352724, 115.28408924171691, 316.37323120672085, 110.5463869441121, 307.42423797791173, 107.91433011210944, 303.739358413108, 107.91433011210944]"
375.jpg,1,"[293.35068198956213, 100.22814967976706, 285.40576768567814, 103.89503320463658, 282.35003141495355, 113.0622420168104, 275.01626436521445, 120.39600906654945, 268.90479182376527, 134.45239591188263, 262.7933192823161, 148.5087827572158, 261.5710247740262, 161.34287509425917, 262.1821720281711, 174.1769674313025, 265.2379082988957, 193.12253230979505, 270.1270863320551, 201.67859386782396, 275.01626436521445, 207.79006640927315, 284.79462043153325, 212.67924444243252, 294.572976497852, 212.67924444243252, 304.3513325641707, 212.06809718828762, 318.4077194095039, 212.67924444243252, 327.5749282216777, 215.12383345901222, 341.63131506701086, 218.79071698388174, 350.7985238791847, 219.40186423802666, 365.4660579786628, 217.5684224755919, 373.41097228254677, 214.5126862048673, 382.5781810947206, 207.79006640927315, 391.7453899068944, 198.62285759709934, 394.1899789234741, 185.788765260056, 385.02277011130025, 168.06549488985328, 372.79982502840187, 152.78681353623026, 363.02146896208313, 139.341573945042, 347.13164035431515, 127.11862886214358, 331.2418117465472, 115.50683103339009, 315.35198313877925, 106.95076947536118, 302.5178908017359, 100.83929693391198]"
376.jpg,1,"[296.7533054417395, 95.38499103484484, 284.90811047662805, 104.11302943019012, 279.9206599650022, 112.8410678255354, 272.4394841975634, 123.43940016274038, 264.3348771161713, 134.03773249994538, 261.21772054640513, 150.8703779766827, 258.7239952905922, 162.0921416278409, 259.34742660454543, 169.57331739527973, 259.97085791849867, 176.4310618487653, 254.9834074068728, 183.28880630225086, 258.7239952905922, 199.49802046503495, 271.1926215696569, 209.47292148828672, 283.6612478487216, 217.57752856967875, 302.36418726731864, 219.44782251153845, 316.703107488243, 215.70723462781905, 325.4311458835883, 213.21350937200611, 342.2637913603256, 215.70723462781905, 359.71986815101616, 217.57752856967875, 371.56506311612765, 214.46037199991258, 381.5399641393794, 202.61517703480112, 390.8914338486779, 192.6402760115494, 392.7617277905376, 177.67792447667176, 387.1508459649585, 162.0921416278409, 369.07133786031466, 140.2720456394777, 354.10898632543706, 124.06283147669362, 331.6654590231206, 108.47704862786276, 316.703107488243, 99.74901023251748, 306.10477515103804, 95.38499103484484]"
377.jpg,1,"[309.2042048198561, 98.0255991796804, 297.1022789952042, 100.44598434461078, 288.63093091794786, 105.28675467447154, 282.5799680056219, 111.3377175867975, 274.10861992836556, 122.8345471202168, 272.29333105466776, 129.49060632377535, 268.6627533072722, 137.96195440103168, 262.00669410371364, 143.40782102212503, 258.9812126475507, 154.90465055554432, 257.7710200650855, 165.79638379773104, 257.7710200650855, 180.92379107854592, 260.79650152124844, 196.6562946505934, 268.0576570160396, 205.73273901908232, 276.52900509329595, 212.99389451387347, 286.21054575301747, 215.41427967880384, 294.6818938302738, 217.22956855250163, 302.5481456162975, 217.22956855250163, 312.83478256725164, 213.59899080510607, 321.91122693574056, 209.96841305771048, 330.9876713042295, 209.36331676647788, 347.3252711675096, 211.17860564017568, 350.3507526236725, 211.17860564017568, 356.4017155359985, 209.36331676647788, 363.05777473955703, 205.12764272784972, 367.2934487781852, 200.89196868922156, 372.13421910804595, 194.8410057768956, 378.7902783116045, 189.39513915580224, 382.4208560590001, 185.76456140840668, 388.471818971326, 181.52888736977852, 393.3125893011868, 177.29321333115035, 394.522781883652, 165.19128750649844, 390.2871078450238, 156.11484313800952, 384.23614493269787, 147.6434950607532, 375.15970056420895, 139.17214698349687, 369.71383394311556, 131.30589519747312, 361.84758215709184, 123.4396434114494, 353.3762340798355, 117.99377679035604, 344.2997897113466, 112.54791016926268, 332.8029601779273, 107.70713983940192, 326.14690097436875, 103.47146580077376, 320.09593806204276, 101.05108063584338, 315.86026402341463, 99.2357917621456]"
378.jpg,1,"[308.3851902118809, 104.31513827869539, 304.96502174372694, 111.72550329302894, 303.25493750964995, 116.2857279172342, 299.2647409634704, 120.84595254143946, 287.86417940295723, 128.25631755577302, 281.02384246664934, 133.38657025800393, 276.4636178424441, 140.7969352723375, 270.19330898416183, 148.7773283646967, 269.0532528281105, 157.89777761310722, 269.0532528281105, 168.72831109559473, 268.48322475008484, 179.55884457808222, 269.6232809061362, 186.3991815143901, 271.9033932182388, 194.949602684775, 278.173702076521, 204.0700519331855, 287.29415132493153, 212.05044502554472, 292.99443210518814, 214.90058541567302, 300.4047971195217, 214.90058541567302, 307.8151621338552, 213.19050118159603, 315.2255271481888, 211.48041694751907, 323.205920240548, 210.9103888694934, 333.46642564500985, 208.0602484793651, 343.156902971446, 208.63027655739077, 351.13729606380525, 208.63027655739077, 357.97763300011314, 204.0700519331855, 360.8277733902414, 197.22971499687762, 365.3879980144467, 191.52943421662104, 369.94822263865194, 185.82915343636446, 374.5084472628572, 178.98881650005657, 376.78855957495983, 171.578451485723, 376.78855957495983, 167.58825493954342, 376.2185314969342, 160.74791800323553, 375.07847534088285, 152.7675249108763, 369.94822263865194, 136.80673872615787, 366.52805417049797, 131.1064579459013, 355.6975206880105, 122.55603677551643, 349.9972399077539, 118.56584022933683, 343.156902971446, 115.14567176118288, 335.7465379571125, 112.2955313710546, 326.0560606306763, 106.59525059079802, 318.0756675383171, 102.60505404461841, 314.6554990701631, 102.03502596659276, 312.3753867580605, 102.60505404461841]"
379.jpg,1,"[186.53598825311627, 310.31758539638787, 169.26413748893884, 316.074868984447, 157.74957031282054, 319.5292391372825, 150.84083000714958, 321.25642421370026, 145.65927477789634, 328.1651645193712, 144.5078180602845, 335.0739048250422, 147.96218821312, 350.61857051280185, 150.26510164834366, 359.25449589489057, 153.71947180117914, 365.01177948294975, 161.77966882446194, 370.7690630710089, 169.26413748893884, 375.37488994145616, 175.02142107699797, 379.4049884530976, 185.96025989431035, 378.82926009429167, 197.47482707042863, 375.9506183002621, 203.8078390172937, 370.7690630710089, 207.26220917012918, 362.13313768892016, 209.56512260535285, 352.3457555892196, 210.14085096415874, 336.225361542654, 202.65638229968187, 321.25642421370026, 190.56608676475767, 311.4690421139997]"
